TextID_D,Date_D,Ruler,Year,Month,Day,Dossier_D,Archive_D,Genre_D,Locus_D,Stratum_D,ExcNum_C,MusAcc_C,Mus_C,TNum,Pnum,TextID_A,TextID_C,TextNum_A,ARCHIBAB Link,CDLI Link
NIPPUR 8281,1852,Enlil-bani,11,8,07,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0166,-,NBC 11220,-,P301825,-,BiMes 11 no. 094,-,,https://cdli.earth/artifacts/301825
NIPPUR 11125,1852,Enlil-bani,11,9,05,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0113,-,OIM A30619,-,P500726,-,BiMes 11 no. 103,-,,https://cdli.earth/artifacts/500726
NIPPUR 11156,1852,Enlil-bani,11,9,25,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative - Delivery,,,5N-T0172,-,OIM A30665,-,P503237,-,BiMes 11 no. 430,-,,https://cdli.earth/artifacts/503237
NIPPUR 8362,1851,Enlil-bani,12,6,-,TA - House F?: Ilshu-muballit,Nippur (Penn excavations),Legal - Sale (Land),,,-,-,Ist Ni 01381,-,P313130,-,ARN 008,-,,https://cdli.earth/artifacts/313130
NIPPUR 3815,1851,Enlil-bani,12,6,23,TA - House F?: Ilshu-muballit,Nippur (Penn excavations),Legal - Sale (Land),,,-,-,UM 29-15-385,-,P256193,-,"OB Contracts, pl. A5 no. 4",-,,https://cdli.earth/artifacts/256193
NIPPUR 11127,1849,Enlil-bani,14,-,07,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0099,-,OIM A30617,-,P500728,-,BiMes 11 no. 150,-,,https://cdli.earth/artifacts/500728
NIPPUR 11129,1849,Enlil-bani,14,11,01,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0090,-,IM -,-,P500730,-,BiMes 11 no. 149,-,,https://cdli.earth/artifacts/500730
NIPPUR 11128,1849,Enlil-bani,14,12,13,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0543,-,OIM A30752,-,P500729,-,BiMes 11 no. 145,-,,https://cdli.earth/artifacts/500729
NIPPUR 8264,1849,Enlil-bani,14,3,8,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0083,-,NBC 11190,-,P301799,-,BiMes 11 no. 156,-,,https://cdli.earth/artifacts/301799
NIPPUR 8338,1849,Enlil-bani,14,8,08,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0136,-,NBC 11277,-,P301882,-,BiMes 11 no. 136,-,,https://cdli.earth/artifacts/301882
NIPPUR 8262,1849,Enlil-bani,14,8,10,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0077,-,NBC 11188,-,P301797,-,BiMes 11 no. 157,-,,https://cdli.earth/artifacts/301797
NIPPUR 11126,1849,Enlil-bani,14,8,19,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0110,-,IM -,-,P500727,-,BiMes 11 no. 146,-,,https://cdli.earth/artifacts/500727
UR 1137,1848,Sin-iddinam,2,1, -,Administrative (Kashdea account),Ur (unprov),Administrative - memorandum,,,-,-,IM 057491,T12688,P415501,IM 57491,UET 5 629,UET 5 629,https://www.archibab.fr/texte/12688,https://cdli.earth/artifacts/415501
NIPPUR 117,1848,Enlil-bani,15,3, -,TA - House M?: Shesh-kalla (Real Estate),Nippur (Belletin 23),Legal - Sale (Land),,,-,-,Ist Ni 13210,T4733,P500489,Ni. 13210,Belleten 26 043 13210,Cig & Kizilyay Belleten 26 3,https://www.archibab.fr/texte/4733,https://cdli.earth/artifacts/500489
UR 1388,1848,-,-,-, -,Administrative (expenditures),UR (UET 5),Administrative - expenditure (barley),,,-,-,IM 057608,T12942,P415739,IM 57608,UET 5 880,UET 5 880,https://www.archibab.fr/texte/12942,https://cdli.earth/artifacts/415739
NIPPUR 238,1847,Enlil-bani,16,-, -,TA - House K?: Ninlil-Zimu (Abba-Kalla),Nippur (Hilprecht),Legal - Sale (House),,,-,-,HS 2076,T23370,P503171,HS 2076,TMH 10 28,TMH 10 28,https://www.archibab.fr/texte/23370,https://cdli.earth/artifacts/503171
UR 1432,1846,Sin-iddinam,4,12, -,Administrative (satukku),Ur (unprov),Administrative - Delivery,,,-,-,YBC 04832,T11807,P305977,YBC 4832,YOS 05 38,YOS 5 38,https://www.archibab.fr/texte/11807,https://cdli.earth/artifacts/305977
NIPPUR 508,1845,Enlil-bani,18,3,-,TA - House M: Shesh-kalla (Finance),Nippur's Tablet Hill (TA),Legal - Credit (silver),230,XIIB,3N-T0855,-,IM 058765,-,P224325,-,SAOC 44 2,-,,https://cdli.earth/artifacts/224325
UR 1278,1844,Sin-iddinam,6,3, -,Mausoleum: Ningal's Silo,Ur's Mausoleum (BC),Administrative - Delivery,,Underneath pavement,U 17246l,-,UM 52-30-251,T22717,P415640,UM 52-30-251 = U.17246L,"Figulla, Iraq 15 (continued) 182",UET 5 770,https://www.archibab.fr/texte/22717,https://cdli.earth/artifacts/415640
NIPPUR 8302,1843,Sin-iddinam,7,-,15,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0250,-,NBC 11241,-,P301846,-,BiMes 11 no. 192,-,,https://cdli.earth/artifacts/301846
NIPPUR 11146,1843,Sin-iddinam,7,-,16,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0092,-,OIM A30614,-,P500747,-,BiMes 11 no. 193,-,,https://cdli.earth/artifacts/500747
UR 899,1843,Sin-iddinam,7,1, -,Legal (loan),Ur (unprov),Legal - Barley Loan,,,-,-,IM 057365,T12395,P415269,IM 57365,UET 5 390,UET 5 390,https://www.archibab.fr/texte/12395,https://cdli.earth/artifacts/415269
UR 1935,1843,Sin-iddinam,7,1,6,Ganunmah (expenditure),Ur's Ganunmah (YOS 5),Administrative,,,-,-,YBC 04969,-,P306115,-,YOS 05 214,-,,https://cdli.earth/artifacts/306115
NIPPUR 509,1843,Sin-Iddinam,7,2,-,TA - House F: Nanna-Mansum,Nippur's Tablet Hill (TA),Legal - Loan (Silver),205,XIIB,3N-T0842,-,IM 058753,-,P224326,-,SAOC 44 3,-,,https://cdli.earth/artifacts/224326
NIPPUR 512,1843,Sin-iddinam,7,3,-,TA - House F: Nanna-Mansum,Nippur's Tablet Hill (TA),Legal - Loan (Antichretic),184,XI-2,3N-T0744,-,IM 058672,-,P224329,-,SAOC 44 7,-,,https://cdli.earth/artifacts/224329
NIPPUR 11138,1843,Sin-iddinam,7,5,26,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0396,-,IM -,-,P500739,-,BiMes 11 no. 190,-,,https://cdli.earth/artifacts/500739
NIPPUR 8198,1843,Sin-iddinam,7,5,27,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0078,-,NBC 11124,-,P301733,-,BiMes 11 no. 191,-,,https://cdli.earth/artifacts/301733
UR 917,1843,Sin-iddinam,7,8, -,Mausoleum: Legal (loan),Ur's Masusolea of Amar-Sin (AD),Legal - Loan (Donkey),,,U 16044,-,IM 057373,T12413,P415286,IM 57373 = U.16044,UET 5 408,UET 5 408,https://www.archibab.fr/texte/12413,https://cdli.earth/artifacts/415286
UR 971,1843,-,-,-, -,Administrative (memorandum),ADDED TO 1!,Administrative,,,-,-,IM 057399,T12528,P415338,IM 57399,UET 5 462,UET 5 462,https://www.archibab.fr/texte/12528,https://cdli.earth/artifacts/415338
UR 900,1842,Sin-eribam,1,12-bis, -,Legal (loan),Ur (unprov),Legal - Loan (qiptu),,,-,-,IM 057366,T12396,P415270,IM 57366,UET 5 391,UET 5 391,https://www.archibab.fr/texte/12396,https://cdli.earth/artifacts/415270
NIPPUR 8216,1842,Sin-eribam,1,2,08,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0225,-,NBC 11142,-,P301751,-,BiMes 11 no. 196,-,,https://cdli.earth/artifacts/301751
NIPPUR 4635,1842,Sin-eribam,1,4,-,TA - House M?: Shesh-kalla,Nippur (PBS 8),Legal - Sale (Land),,,-,-,CBS 07028,-,P262082,-,"PBS 08 /2, 105",-,,https://cdli.earth/artifacts/262082
UR 1547,1842,Sin-eribam,1,5, -,Legal (Claim),Ur (unprov),Legal - Claim (agriculture),,,-,-,YBC 10376,T24425,P310666,YBC 10376,YOS 14 294,YOS 14 294,https://www.archibab.fr/texte/24425,https://cdli.earth/artifacts/310666
UR 707,1841,Sin-eribam,2,1,20,legal (goods exchange),UR (UET 5),Legal - Exchange of goods,,,U -,-,UM 52-30-107,T13027,P415086,UM 52-30-107,UET 5 196,UET 5 196,https://www.archibab.fr/texte/13027,https://cdli.earth/artifacts/415086
UR 676,1841,Sin-eribam,2,10, -,Church Lane 1: legal (land sale),"Ur's Neighborhood (AH), Church Lane 1",Legal - Sale (Land),,,U 16575,"1953-04-11, 0093",BM 131258,T13012,P415058,"BM 131258 = 1953-04-11, 93 = U.16575",UET 5 165,UET 5 165,https://www.archibab.fr/texte/13012,https://cdli.earth/artifacts/415058
UR 1453,1841,Sin-eribam,2,12, -,Giparu (abku),"Ur (unprov., 1919)",Administrative - account receipt,,,-,-,YBC 04834,T11825,P305979,YBC 4834,YOS 05 59,YOS 5 59,https://www.archibab.fr/texte/11825,https://cdli.earth/artifacts/305979
UR 952,1841,Sin-eribam,2,4, -,Quiet Street 5: Administrative (barley),"Ur's Extra-mural (EM), Quiet Street 5",Administrative - expenditure (barley),,,U 06713,-,IM 057396,T12510,P415320,IM 57396 = U.6713,UET 5 443,UET 5 443,https://www.archibab.fr/texte/12510,https://cdli.earth/artifacts/415320
UR 1285,1841,Rim-Sin,19,10, -,Giparu (Ku-lugalbanda),Ur's Giparu (KP),Administrative - Delivery,,,U -,"1953-04-11, 0236",BM 131401,T12826,P415647,"BM 131401 = 1953-04-11, 236",UET 5 777,UET 5 777,https://www.archibab.fr/texte/12826,https://cdli.earth/artifacts/415647
NIPPUR 8256,1840,Sin-iqisham,1,-,01,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,4N-T0099,-,NBC 11182,-,P301791,-,BiMes 11 no. 209,-,,https://cdli.earth/artifacts/301791
UR 1456,1840,Sin-iqisham,1,12-bis, -,Administrative (accounting),"Ur (unprov., 1919)",Administrative - account receipt,,,-,-,YBC 04851,T22789,P305996,YBC 4851,YOS 05 62,YOS 5 62,https://www.archibab.fr/texte/22789,https://cdli.earth/artifacts/305996
UR 806,1840,Sin-iqisham,1,2, -,Legal (loan),"Ur's Neighborhood (AH), Paternoster Row/Bazaar Alley ",Legal - Loan (shu-la),,,U 17249.12,-,UM 52-30-133,T12296,P415181,"UM 52-30-133 = U.17249,12",UET 5 297,UET 5 297,https://www.archibab.fr/texte/12296,https://cdli.earth/artifacts/415181
NIPPUR 11139,1840,Sin-iqisham,1,4,07,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0351,-,IM -,-,P500740,-,BiMes 11 no. 202,-,,https://cdli.earth/artifacts/500740
NIPPUR 5645,1840,Sin-iqisham,1,5,-,TA - House F (Nanna-Mansum)?,Nippur's Tablet Hill (TA),Legal - Land Lease,S1,,-,-,CBS 11560,-,P266702,-,"PBS 08 /1, 021",-,,https://cdli.earth/artifacts/266702
NIPPUR 11140,1840,Sin-iqisham,1,5,13,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0389,-,IM -,-,P500741,-,BiMes 11 no. 201,-,,https://cdli.earth/artifacts/500741
UR 1025,1840,Sin-iqisham,1,7, -,Nanna's silo,Ur's Mausoleum (BC),Administrative - Expenditures (wool),,,U 17246n,-,IM 057432,T12580,P415391,IM 57432 = U.17246N,UET 5 516,UET 5 516,https://www.archibab.fr/texte/12580,https://cdli.earth/artifacts/415391
NIPPUR 11147,1839,Sin-iqisham,2,4,05,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0253,-,OIM A30687,-,P500748,-,BiMes 11 no. 271,-,,https://cdli.earth/artifacts/500748
NIPPUR 8280,1839,Sin-iqisham,2,4,26,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0164,-,NBC 11219,-,P301824,-,BiMes 11 no. 272,-,,https://cdli.earth/artifacts/301824
NIPPUR 11148,1839,Sin-iqisham,2,5,01,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0125,-,OIM A30623,-,P500749,-,BiMes 11 no. 273,-,,https://cdli.earth/artifacts/500749
UR 1097,1839,Sin-iqisham,2,7, -,Nanna's silo,Ur's Mausoleum (BC),Administrative - date accounts,,,U 17246a,"1953-04-11, 0200",BM 131365,T12650,P415463,"BM 131365 = 1953-04-11, 200 = U.17246A",UET 5 589,UET 5 589,https://www.archibab.fr/texte/12650,https://cdli.earth/artifacts/415463
NIPPUR 5449,1838,Zambiya,1,8,-,TA - House I?: Damiq-ilishu,Nippur (PBS 8),Legal - Loan (dates),,,-,-,CBS 10026,-,P265300,-,"PBS 08 /1, 011",-,,https://cdli.earth/artifacts/265300
NIPPUR 11150,1838,Sin-iqisham,3,-,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0175,-,OIM A30666,-,P500751,-,BiMes 11 no. 227,-,,https://cdli.earth/artifacts/500751
UR 599,1838,Sin-iqisham,3,-,-,Legal (elder care),"Ur's Neighborhood (AH), Paternoster Row/Bazaar Alley ",Legal - Elder care,,,-,-,IM 057218,T12096,P414991,IM 57218,UET 5 89,UET 5 89,https://www.archibab.fr/texte/12096,https://cdli.earth/artifacts/414991
NIPPUR 8306,1838,Sin-iqisham,3,-,26,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0265,-,NBC 11245,-,P301850,-,BiMes 11 no. 229,-,,https://cdli.earth/artifacts/301850
UR 807,1838,Sin-iqisham,3,1, -,Legal (credit),UR (UET 5),"Legal - Loan (barley, silver)",,,U -,"1953-04-11, 0128",BM 131293,T13098,P415182,"BM 131293 = 1953-04-11, 128",UET 5 298,UET 5 298,https://www.archibab.fr/texte/13098,https://cdli.earth/artifacts/415182
UR 716,1838,Sin-iqisham,3,10, -,ib-ta-e,"Ur's Neighborhood (AH), Paternoster Row/Bazaar Alley ",Legal - payment (tax?),,,U 16830t,"1953-04-11, 0103",BM 131268,T12154,P415094,"BM 131268 = 1953-04-11, 103 = U.16830T",UET 5 205,UET 5 205,https://www.archibab.fr/texte/12154,https://cdli.earth/artifacts/415094
NIPPUR 167,1838,Sin-iqisham,3,12, -,TB - mannum-meshu-lissur,Nippur (Post-Penn),Legal - Inheritance distribution,,,-,-,Ashm 1926-0377,T25328,P283644,W.1926/377,OECT 08 17,OECT 8 17,https://www.archibab.fr/texte/25328,https://cdli.earth/artifacts/283644
NIPPUR 168,1838,Sin-iqisham,3,12, -,TB - mannum-meshu-lissur,Nippur (Post-Penn),Legal - Inheritance distribution,,,-,-,Ashm 1926-0378,T25329,P283645,W.1926/378,OECT 08 18,OECT 8 18,https://www.archibab.fr/texte/25329,https://cdli.earth/artifacts/283645
UR 1046,1838,Sin-iqisham,3,12, -,Administrative (silver),UR (UET 5),Administrative - silver records,,,-,-,IM 057450,T12599,P415412,IM 57450,UET 5 537,UET 5 537,https://www.archibab.fr/texte/12599,https://cdli.earth/artifacts/415412
UR 1502,1838,Sin-iqisham,3,5,20,Legal (loan),"Ur (unprov., 1919)","Legal - Loan (silver, sesame)",,,-,-,YBC 04809,T22826,P305954,YBC 4809,YOS 05 109,YOS 5 109,https://www.archibab.fr/texte/22826,https://cdli.earth/artifacts/305954
NIPPUR 5615,1838,Sin-iqisham,3,8,-,TA - House F (Nanna-Mansum)?,Nippur's Tablet Hill (TA)*,Legal - Loan (Silver),S1,,-,-,CBS 11191,-,P266352,-,"PBS 08 /1, 023",-,,https://cdli.earth/artifacts/266352
NIPPUR 11141,1838,Sin-iqisham,3,8,04,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0093,-,IM -,-,P500742,-,BiMes 11 no. 225,-,,https://cdli.earth/artifacts/500742
NIPPUR 11142,1838,Sin-iqisham,3,8,23,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0103,-,IM -,-,P500743,-,BiMes 11 no. 226,-,,https://cdli.earth/artifacts/500743
UR 1474,1838,Sin-iqisham,3,8,3,Ganunmah?,"Ur (unprov., 1919)",Administrative - balance account,,,-,-,YBC 04767,T11831,P305912,YBC 4767,YOS 05 80,YOS 5 80,https://www.archibab.fr/texte/11831,https://cdli.earth/artifacts/305912
NIPPUR 5939,1838,Sin-iqisham,3,9,-,TB - House A?,Nippur (PBS 8),Legal - Sale (House),,,-,-,CBS 15055,-,P269630,-,"PBS 08 /1, 022",-,,https://cdli.earth/artifacts/269630
NIPPUR 5983,1837,Sin-iqisham,4,10,26,"CRH (Expenditures, UNK)",Nippur (PBS 8),Administrative - Allotments?,,,-,-,CBS 15216,-,P269768,-,"PBS 08 /1, 024",-,,https://cdli.earth/artifacts/269768
UR 1457,1837,Sin-iqisham,4,12, -,Administrative (accounting),"Ur (unprov., 1919)",Administrative - account receipt,,,-,-,YBC 04794,T11828,P305939,YBC 4794,YOS 05 63,YOS 5 63,https://www.archibab.fr/texte/11828,https://cdli.earth/artifacts/305939
UR 485,1837,Sin-iqisham,4,12, -,Ganunmah,Ur (unprov),Administrative - animal record,,,-,-,B2010.1.67,T24281,P405498,s. n.,RA 079 167,Sigrist RA 79 Pacific School,https://www.archibab.fr/texte/24281,https://cdli.earth/artifacts/405498
UR 1455,1837,Sin-iqisham,4,12,14,Administrative (accounting),"Ur (unprov., 1919)",Administrative - account receipt,,,-,-,YBC 04835,T11827,P305980,YBC 4835,YOS 05 61,YOS 5 61,https://www.archibab.fr/texte/11827,https://cdli.earth/artifacts/305980
UR 1454,1836,Sin-iqisham,5,-, -,Administrative (accounting),"Ur (unprov., 1919)",Administrative - account receipt,,,-,-,YBC 04848,T11826,P305993,YBC 4848,YOS 05 60,YOS 5 60,https://www.archibab.fr/texte/11826,https://cdli.earth/artifacts/305993
UR 371,1836,Sin-iqisham,5,-, -,Legal (house sale),Ur (unprov),Legal - Sale (House),,,U -,-,IM 090442,T22655,P448847,IM 90442,Nisaba 19 149,Nisaba 19 149,https://www.archibab.fr/texte/22655,https://cdli.earth/artifacts/448847
UR 1400,1836,Sin-iqisham,5,1, -,Administrative (sheep),"Ur (unprov., 1919)",Administrative - Delivery (pelts),,,-,-,YBC 04837,T22768,P305982,YBC 4837,YOS 05 5,YOS 5 5,https://www.archibab.fr/texte/22768,https://cdli.earth/artifacts/305982
UR 1419,1836,Sin-iqisham,5,1, -,Administrative (sheep),"Ur (unprov., 1919)",Administrative - Delivery (pelts),,,-,-,YBC 04732,T22781,P305884,YBC 4732,YOS 05 25,YOS 5 25,https://www.archibab.fr/texte/22781,https://cdli.earth/artifacts/305884
UR 1460,1836,Sin-iqisham,5,1, -,Administrative (arua),"Ur (unprov., 1919)",Administrative - arua,,,-,-,YBC 04845,T11830,P305990,YBC 4845,YOS 05 66,YOS 5 66,https://www.archibab.fr/texte/11830,https://cdli.earth/artifacts/305990
UR 1465,1836,Sin-iqisham,5,1, -,Administrative (arua),"Ur (unprov., 1919)",Administrative - arua,,,-,-,YBC 04811,T22795,P305956,YBC 4811,YOS 05 71,YOS 5 71,https://www.archibab.fr/texte/22795,https://cdli.earth/artifacts/305956
UR 1428,1836,Sin-iqisham,5,1,6,Administrative (arua),"Ur (unprov., 1919)",Administrative - arua,,,-,-,YBC 04722,T11803,P305874,YBC 4722,YOS 05 34,YOS 5 34,https://www.archibab.fr/texte/11803,https://cdli.earth/artifacts/305874
UR 808,1836,Sin-iqisham,5,11,10,Legal (loan),UR (UET 5),Legal - Loan (shu-la),,,-,-,IM 057318,T12297,P415183,IM 57318,UET 5 299,UET 5 299,https://www.archibab.fr/texte/12297,https://cdli.earth/artifacts/415183
UR 1470,1836,Sin-iqisham,5,11,21,administrative (delivery),"Ur (unprov., 1919)",Administrative - Delivery (slaves),,,-,-,YBC 04785,T22800,P305930,YBC 4785,YOS 05 76,YOS 5 76,https://www.archibab.fr/texte/22800,https://cdli.earth/artifacts/305930
UR 1315,1836,Sin-iqisham,5,12, -,School?,"Ur's Neighborhood (AH), Broad Street 1",Administrative - Delivery (sheep),,,U 17212k,-,IM 057575,T12861,P415677,IM 57575 = U.17212K,UET 5 807,UET 5 807,https://www.archibab.fr/texte/12861,https://cdli.earth/artifacts/415677
UR 1397,1836,Sin-iqisham,5,12, -,Administrative (sheep),"Ur (unprov., 1919)",Administrative - Delivery (animal),,,-,-,YBC 04746,T22765,P305897,YBC 4746,YOS 05 2,YOS 5 2,https://www.archibab.fr/texte/22765,https://cdli.earth/artifacts/305897
UR 1413,1836,Sin-iqisham,5,12, -,Administrative (sheep),"Ur (unprov., 1919)",Administrative - Delivery (pelts),,,-,-,YBC 04742,T22779,P305894,YBC 4742,YOS 05 18,YOS 5 18,https://www.archibab.fr/texte/22779,https://cdli.earth/artifacts/305894
UR 1430,1836,Sin-iqisham,5,12,20,Administrative (sheep),"Ur (unprov., 1919)",Administrative - Delivery (animal),,,-,-,YBC 04855,T11805,P306000,YBC 4855,YOS 05 36,YOS 5 36,https://www.archibab.fr/texte/11805,https://cdli.earth/artifacts/306000
UR 1398,1836,Sin-iqisham,5,12,30,administrative (delivery),"Ur (unprov., 1919)",Administrative - Delivery (pelts),,,-,-,YBC 04728,T22766,P305880,YBC 4728,YOS 05 3,YOS 5 3,https://www.archibab.fr/texte/22766,https://cdli.earth/artifacts/305880
NIPPUR 8265,1836,Sin-iqisham,5,2,-,"E-shumesha (Expenditures, sa-du)","Nippur's Ninurta Temple, Eshumesha",Administrative,,,5N-T0091,-,NBC 11203,-,P301809,-,BiMes 11 no. 277,-,,https://cdli.earth/artifacts/301809
UR 1396,1836,Sin-iqisham,5,7,11,Administrative (sheep),"Ur (unprov., 1919)",Administrative - Delivery (pelts),,,-,-,YBC 04752,T22764,P305903,YBC 4752,YOS 05 1,YOS 5 1,https://www.archibab.fr/texte/22764,https://cdli.earth/artifacts/305903
NIPPUR 8187,1835,Iter-pisha,1,8,-,TB - House W?: Lu-Illabrat,Nippur (unprov),Legal - Sale (Prebend),,,-,-,NBC 06510,-,P298421,-,YOS 14 326,-,,https://cdli.earth/artifacts/298421
NIPPUR 239,1835,Iter-pisha,1,10, -,TB - House B?: Warad-Enlil,Nippur (Hilprecht),Legal - Sale (House),,,-,-,HS 2107,T23371,P503172,HS 2107,TMH 10 29,TMH 10 29,https://www.archibab.fr/texte/23371,https://cdli.earth/artifacts/503172
NIPPUR 386,1835,Iter-pisha,1,4, -,"CRH (Expenditures, Barley)",Nippur's CRH (Penn Excav.),Administrative - expenditure (barley),,,-,-,HS 2106,T23560,P503173,HS 2106,TMH 10 183,TMH 10 183,https://www.archibab.fr/texte/23560,https://cdli.earth/artifacts/503173
UR 1403,1835,?illi-Adad,1,-,-,Administrative (expenditures),"Ur (unprov., 1919)",Administrative - Allotment,,,-,-,YBC 04846,T22770,P305991,YBC 4846,YOS 05 8,YOS 5 8,https://www.archibab.fr/texte/22770,https://cdli.earth/artifacts/305991
UR 1009,1835,?illi-Adad,1,10, -,Nanna's silo,Ur's Mausoleum (BC),Administrative - Allotment,,,U 17246m,-,IM 057420,T12566,P415375,IM 57420 = U.17246M,UET 5 500,UET 5 500,https://www.archibab.fr/texte/12566,https://cdli.earth/artifacts/415375
UR 717,1835,?illi-Adad,1,10, -,ib-ta-e,"Ur's Neighborhood (AH), Paternoster Row/Bazaar Alley ",Legal - payment,,,U 16830p,-,IM 057274,T12155,P415095,IM 57274 = U.16830P,UET 5 206,UET 5 206,https://www.archibab.fr/texte/12155,https://cdli.earth/artifacts/415095
UR 732,1835,?illi-Adad,1,10, -,ib-ta-e,"Ur's Neighborhood (AH), Paternoster Row/Bazaar Alley ",Legal - Rental (Land),,,U 16830g,"1953-04-11, 0107",BM 131272,T12290,P415109,"BM 131272 = 1953-04-11, 107 = U.16830G",UET 5 221,UET 5 221,https://www.archibab.fr/texte/12290,https://cdli.earth/artifacts/415109
UR 1404,1835,?illi-Adad,1,12, -,administrative (delivery),"Ur (unprov., 1919)",Administrative - Delivery (animal),,,-,-,YBC 04735,T22771,P305887,YBC 4735,YOS 05 9,YOS 5 9,https://www.archibab.fr/texte/22771,https://cdli.earth/artifacts/305887
UR 1405,1835,?illi-Adad,1,12, -,Administrative (sheep),"Ur (unprov., 1919)",Administrative - Delivery (animal),,,-,-,YBC 04731,T22772,P305883,YBC 4731,YOS 05 10,YOS 5 10,https://www.archibab.fr/texte/22772,https://cdli.earth/artifacts/305883
UR 1406,1835,?illi-Adad,1,12, -,Administrative (sheep),"Ur (unprov., 1919)",Administrative - Delivery (animal),,,-,-,YBC 04724,T22773,P305876,YBC 4724,YOS 05 11,YOS 5 11,https://www.archibab.fr/texte/22773,https://cdli.earth/artifacts/305876
UR 1448,1835,?illi-Adad,1,12, -,Administrative (wool),"Ur (unprov., 1919)",Administrative - Delivery (wool),,,-,-,YBC 04776,T11821,P305920,YBC 4776,YOS 05 54,YOS 5 54,https://www.archibab.fr/texte/11821,https://cdli.earth/artifacts/305920
UR 1449,1835,?illi-Adad,1,12, -,Administrative (accounting),"Ur (unprov., 1919)",Administrative - account receipt,,,-,-,YBC 04847,T11822,P305992,YBC 4847,YOS 05 55,YOS 5 55,https://www.archibab.fr/texte/11822,https://cdli.earth/artifacts/305992
UR 1450,1835,?illi-Adad,1,12, -,Administrative (wool),"Ur (unprov., 1919)",Administrative - Delivery (wool),,,-,-,YBC 04765,T11823,P305910,YBC 4765,YOS 05 56,YOS 5 56,https://www.archibab.fr/texte/11823,https://cdli.earth/artifacts/305910
